City ST Country,Population (k),Elevation (m),Avg. Temp (C),High Temp (C),Low Temp (C),Rainfall (cm),Snowfall (cm),Rel. Humid (%),Wind (km/h),Continent,Lat (N/S),Lon (E/W)
Lompoc CA USA,44,195,14,23,3,47.4,0,76,12.4,North America,34.64,-120.46
Yreka CA USA,8,892,10.9,32.9,-4.4,47.1,46.2,43,9.7,North America,41.74,-122.63
Sacramento CA USA,480,5,16.1,33.4,3.6,47,0,67.3,10.8,North America,38.58,-121.49
Ulyanovsk Russia,615,123,4.9,26.3,-14.1,47,16,74,14,Asia,54.32,48.38
Prague Czech_Republic,1324,360,8,22,-4,47,5,79.2,17,Europe,50.08,14.44
Banff AB Canada,8,1396,3.3,21.6,-13.3,47,191,71,7.7,North America,51.18,-115.57
Akureyri Iceland,19,27,3,13,-4,47,9,78.5,16,Europe,65.69,-18.13
Nogales SO Mexico,213,1200,17.6,33.8,1.8,46.8,11,41,6.5,Latin America,31.30,-110.94
Kahului HI USA,26,14,24.4,31.1,17.2,46.8,0,72,20.4,North America,20.89,-156.47
Medford OR USA,77,396,13.1,32.6,0.4,46.7,10.4,66,7.1,North America,42.42,-71.11
Los_Alamos NM USA,12,2183,8.9,27.1,-7.7,46.6,135.4,46,9.6,North America,35.88,-106.30
Erbil Iraq,1750,410,19.5,42,3,46.1,0,50.1,5.7,Middle East,36.21,44.01
Chadron NE USA,6,1004,8.6,32.1,-12.1,46,108.5,61,16,North America,42.83,-103.00
Geraldton WA Australia,40,32,20,32,8,46,0,65,20,Oceania,-28.78,114.61
Flagstaff AZ USA,69,2131,10.2,30.9,-7.3,46,139.4,51,9.5,North America,35.20,-111.65
Dakar Senegal,3520,24,24,30,17,46,0,80.8,17,Africa,14.72,-17.47
Palma Spain,399,7,17.9,29.5,8.3,46,0,70,16,Europe,39.57,2.65
Boulder CO USA,103,1611,10,29,-6,46,185,52,7.2,North America,40.01,-105.27
Portimao Portugal,56,13,17.3,27.2,9.4,46,0,77,9.9,Europe,37.14,-8.54
Kalmar Sweden,36,6,6,21,-3,46,4,80,7.8,Europe,56.66,16.36
Flin_Flon MB Canada,6,335,1,24.1,-22.9,45.8,115.5,76,4.8,North America,54.77,-101.88
Tehuacan PU Mexico,249,2416,18,29.7,5.6,45.7,0,60,7.1,Latin America,18.47,-97.40
Prescott AZ USA,41,1536,13.2,31.8,-3.7,45.6,36.3,47,11.9,North America,34.54,-112.47
Mobridge SD USA,4,522,7.2,29.9,-14.4,45.5,71,69.2,17.1,North America,45.54,-100.43
Cuauhtemoc CH Mexico,155,2010,12.8,29.5,-3.8,45.5,1,65,8.1,Latin America,28.41,-106.87
Bismarck ND USA,67,502,6.1,29.3,-16.6,45.5,130,68.6,15.3,North America,46.81,-100.78
Irbid Jordan,503,618,17,29,5,45.5,0,59,16,Middle East,32.56,35.85
Valencia Spain,786,61,17.8,29.6,7,45.4,0,65,17,Europe,39.47,-0.38
Dawson_Creek BC Canada,12,654,1.9,22.2,-19,45.3,172.7,66,11.3,North America,55.76,-120.24
Bishkek Kyrgyzstan,871,634,11.3,31.7,-7.1,45.2,5,62,5.8,Asia,42.87,74.57
Williams_Lake BC Canada,11,940,4.5,22.5,-11,45.1,176.8,66.4,9.5,North America,52.14,-122.14
Clovis NM USA,40,1309,14,33,-5,45,30,54,16.1,North America,34.40,-103.21
Madrid Spain,3165,581,14.1,31.2,2.6,45,2,57,16,Europe,40.42,-3.70
Francistown Botswana,99,999,21,30,7,45,0,55,16,Africa,-21.17,27.51
Thessaloniki Greece,315,3,15.7,31.5,1.3,44.9,1,67,5.6,Europe,40.64,22.94
Chihuahua CH Mexico,809,1435,19,32.9,1.9,44.8,0,50,16,Latin America,28.63,-106.07
Novosibirsk Russia,1511,177,1.8,25,-19.6,44.8,17,75,14.4,Asia,55.01,82.94
Novokuznetsk Russia,549,307,2.1,24.8,-18.5,44.7,18,74,12.2,Asia,53.76,87.12
Edmonton AB Canada,812,722,2.6,22.8,-17.7,44.6,118.1,67.8,12.2,North America,53.54,-113.49
Gambell AK USA,1,1,-3.8,9.9,-16.1,44.6,179.3,75.6,29.5,North America,63.78,-171.74
Grande_Prairie AB Canada,63,668,2.2,22.6,-19,44.5,154.3,74,11,North America,55.17,-118.80
Fort_Saint_John BC Canada,19,694,2.3,21.7,-16.9,44.5,189.6,73,13.5,North America,56.25,-120.85
Nyala Sudan,566,674,26,38,15,44,0,44,8.4,Africa,12.05,24.88
Tashkent Uzbekistan,2310,488,14.8,35.7,-1.5,44,1,56,5,Asia,41.30,69.24
Badajoz Spain,151,195,16,33,3,44,0,66,7.2,Europe,38.88,-6.97
Tunis Tunisia,1056,3,18,32,7,44,0,71.3,16,Africa,36.81,10.18
Colville WA USA,5,914,7,29,-8,44,50.8,58.5,8.9,North America,48.54,-117.90
Adelaide SA Australia,1317,6,16,27,6,44,0,64.2,17,Oceania,-34.93,138.60
Varna Bulgaria,335,42,12,26,0,44,3,78.5,16,Europe,43.21,27.91
Erzurum Turkey,367,1757,4,26,-16,44,4,68,17,Middle East,39.91,41.27
Yuzhno Russia,188,21,2,21,-12,44,43,79,12,Asia,46.96,142.73
Aspen CO USA,7,2369,4.9,26.7,-13.9,43.9,340,53.7,10.1,North America,39.19,-106.82
Tooele UT USA,32,1527,10.6,31.7,-6.8,43.8,165.1,58,13.7,North America,40.53,-112.30
West_Covina CA USA,108,305,18.3,33.1,5.7,43.7,0,65,5.5,North America,34.07,-117.94
Logan UT USA,49,1357,7.5,31.8,-11.4,43.7,145,55,7.2,North America,41.74,-111.83
Minot ND USA,46,525,5.6,27.5,-15.8,43.7,117.1,69,17.7,North America,48.23,-101.29
Castle_Rock CO USA,53,1902,8.5,29.5,-10.6,43.5,154.2,53,14.4,North America,39.37,-104.86
Honolulu HI USA,375,2,27.7,31.5,19.1,43.4,0,68,16.7,North America,21.31,-157.86
Qamishli Syria,184,451,19,40.3,2.7,43.2,0,58.7,5.2,Middle East,37.05,41.23
Kalispell MT USA,21,903,6.3,27.4,-9,43.2,141.5,60,8.9,North America,48.19,-114.32
Granada Spain,238,689,15.2,33.5,1.3,43,2,60,6,Europe,37.18,-3.60
Devils_Lake ND USA,7,441,4,27,-21,43,90,67.5,17.9,North America,48.11,-98.87
Wasilla AK USA,9,112,2,20,-5,43,131.3,77.2,13.1,North America,61.58,-149.44
Oulu Finland,189,14,2,19,-13,43,5.2,80,14,Europe,65.01,25.47
Kirkenes Norway,4,90,-0.6,16.1,-16.2,43,18,82.9,17,Europe,69.73,30.05
Homs Syria,200,528,17,32.8,2.8,42.9,0,58,6.8,Middle East,34.73,36.71
Chelyabinsk Russia,1150,234,3.2,25.2,-19,42.9,21,73,5,Asia,55.16,61.44
Prince_Albert SK Canada,35,428,1.4,24.3,-23.1,42.8,113.9,76,11.6,North America,53.20,-105.75
Ventspils Latvia,39,2,7,19.4,-5,42.8,4,80,12.2,Europe,57.39,21.56
Nome AK USA,3,3,-2.6,14.6,-19.3,42.7,192.3,76,15.3,North America,64.50,-165.41
Cagliari Sardinia Italy,149,1,16.5,29.8,5.7,42.6,0,73.3,16,Europe,39.22,9.12
Sisimiut Greenland,6,5,-4.5,9.8,-17.7,42.6,14,82.3,11.3,North America,66.94,-53.67
Baardheere Somalia,170,97,28.5,39,21,42.3,0,63.2,11.2,Africa,2.34,42.29
Borujerd Iran,241,1573,13.2,36,-3,42.3,1,45.8,6.8,Middle East,33.89,48.77
Larisa Greece,145,74,15.7,33.1,0.7,42.3,2,66.2,3,Europe,39.64,22.42
Show_Low AZ USA,11,1954,11.8,30.1,-4.9,42.2,115.8,47.1,15.3,North America,34.25,-110.03
Spokane WA USA,211,718,9,28.5,-5.3,42.2,114,59.5,14.3,North America,47.66,-117.43
Arad Romania,163,117,10,26,-3,42.2,2,79.5,14,Europe,46.19,21.31
Anchorage AK USA,301,34,2.8,18.6,-11.6,42.2,189.2,71.7,11.6,North America,61.22,-149.90
Kimberley South_Africa,225,1191,18,31,3,42,0,49,16,Africa,-28.73,24.75
Oran Algeria,1454,89,17,30,5,42,0,72,19,Africa,35.70,-0.63
Ibiza Spain,50,11,17,29,8,42,0,76.3,17,Europe,39.02,1.48
Barnaul Russia,626,195,3,26,-20,42,20,73,7.4,Asia,53.35,83.77
Krasnoyarsk Russia,1007,277,1,23,-20,42,20,69,16,Asia,56.02,92.89
Yekaterinburg Russia,1387,236,1.9,22,-16,42,14,75.4,16,Asia,56.84,60.61
Thousand_Oaks CA USA,129,415,17.1,29.3,6.7,41.9,0.2,69,9,North America,34.17,-118.84
Colorado_Springs CO USA,440,1856,9.4,29.3,-8.1,41.9,95.8,50.9,15.1,North America,38.83,-104.82
Fort_McMurray AB Canada,61,369,1,23.7,-22.5,41.9,133.8,68,9.7,North America,56.73,-111.38
Calgary AB Canada,1235,1083,4.4,23.2,-13.2,41.9,128.8,60,14.2,North America,51.05,-114.07
Fresnillo ZA Mexico,111,2201,16.9,29,4.1,41.8,0,45,7.5,Latin America,23.18,-102.87
Heber_City UT USA,13,2350,1.9,26.1,-18.1,41.8,77.7,57.5,6.4,North America,40.51,-111.41
Punto_Fijo Venezuela,151,27,28.7,33.2,22,41.5,0,73,20.1,South America,11.71,-70.18
Rapid_City SD USA,71,963,8.4,30.6,-10.6,41.4,104.4,61.3,17.4,North America,44.08,-103.23
Laredo TX USA,248,15,23.4,37.9,7.7,41.2,0.2,65,17.7,North America,27.53,-99.48
Grand_Canyon AZ USA,2,2015,7.5,29,-10.9,41.2,147.3,52.1,10,North America,36.05,-112.14
Ramona CA USA,20,433,16.6,32.8,2.7,41.1,0,66,7.1,North America,33.04,-116.88
Mount_Isa QLD Australia,22,342,24,37,8,41,0,40,14,Oceania,-20.73,139.49
Pierre SD USA,14,530,8,31,-13,41,81,66,18.5,North America,44.37,-100.35
Valladolid Spain,307,844,11.1,30.4,-1.2,41,2,68,7.8,Europe,41.65,-4.72
Mogadishu Somalia,1650,9,27,30,25,41,0,75.5,25,Africa,2.05,45.32
Sivas Turkey,359,1270,8,27,-7,41,3,64.5,6,Middle East,39.75,37.02
Constanta Romania,298,14,11,25,-1,41,1,82,16,Europe,44.16,28.63
Irkutsk Russia,602,512,-0.4,24.8,-22,41,16,72,8.3,Asia,52.29,104.31
Santa_Barbara CA USA,90,2,14.3,21.8,5.5,41,0,75.2,8.9,North America,34.42,-119.70
Salt_Lake_City UT USA,191,1286,11.6,33.7,-5.8,40.9,142.7,54.3,14,North America,40.76,-111.89
Makena HI USA,6,30,24,31.1,17.1,40.9,0,76,20,North America,20.65,-156.44
Fort_Collins CO USA,152,1572,10.2,30.3,-7.9,40.9,141.7,48,12.1,North America,40.59,-105.08
Durango CO USA,18,2037,7.8,29.8,-12.4,40.9,166,59,9.6,North America,37.28,-107.88
Lloydminster SK Canada,28,647,2,23.1,-18.9,40.9,98.1,74,15.3,North America,53.28,-110.01
Cheyenne WY USA,63,1872,8.1,28.6,-8.2,40.4,153.2,52.8,19.8,North America,41.14,-104.82
Iqaluit NV Canada,7,34,-9.3,12.3,-30.9,40.4,229.3,74.7,15.7,North America,63.75,-68.52
Jackson WY USA,9,2105,3.6,27.7,-15.5,40.3,195.1,61,12.3,North America,43.48,-110.76
Ankara Turkey,4471,948,10,28,-6,40.2,4,65,12,Middle East,39.93,32.86
Scottsbluff NE USA,15,1202,9.3,32.1,-10.8,40.1,106.9,61,15.9,North America,41.87,-103.67
Dickinson ND USA,21,789,5.9,28.7,-14.3,40.1,90.2,64,20,North America,46.88,-102.79
San_Jose CA USA,999,20,15.9,27.7,5.5,40.1,0,66.6,9.9,North America,37.34,-121.89
Jilib Somalia,125,26,27.8,36,23,40,0,69.1,11.4,Africa,0.49,42.78
Globe AZ USA,7,986,16,36,1,40,2,45,6,North America,33.39,-110.79
Hailey ID USA,8,1617,6,29,-13.6,40,203.2,55,10.4,North America,43.52,-114.32
Hohhot IM China,2867,1064,6,27,-16,40,2,54,14,Asia,40.82,111.65
Odessa Ukraine,997,63,10,26,-4,40,4,76.3,16,Europe,46.48,30.72
Casablanca Morocco,3360,61,17,25,8,40,0,84.2,12,Africa,33.57,-7.59
Lhasa TB China,401,3595,7,22,-10,40,4,45,5.5,Asia,29.66,91.12
Murmansk Russia,304,46,0.4,17.3,-13,40,19.5,79,16.6,Asia,68.96,33.08
Alta Norway,14,3,1.3,17.2,-12.6,40,14,69.5,14,Europe,69.96,23.33
Denver CO USA,650,1611,10.1,31.2,-8.5,39.6,136.7,51.7,16.9,North America,39.74,-104.99
San_Luis_Potosi SL Mexico,723,1870,17.4,28.3,5.5,39.2,0,62,7.7,Latin America,19.86,-90.49
Pachuca HI Mexico,257,2390,14,24.6,2.8,39.2,0,62,5.4,Latin America,20.10,-98.76
Hargeisa Somalia,760,1347,21,31,11,39,0,57,11.3,Africa,9.56,44.08
Salamanca Spain,148,790,11,29,-0.7,39,0,68,7.8,Europe,40.97,-5.66
Petropavlovsk Russia,181,7,1.2,16,-9,39,41,72.5,16,Asia,53.04,158.68
Hammerfest Norway,10,81,1.9,14,-7,39,43,80.5,20,Europe,70.66,23.68
Punta_Arenas Chile,123,36,6,13,0,39,0,75.5,27,South America,-53.16,-70.92
Taldykorgan Kazakhstan,117,596,8.2,33,-8,38.8,4,61.5,9.4,Asia,45.02,78.38
Jizzakh Uzbekistan,163,381,15.7,34,-2,38.7,1,56.3,8.9,Asia,40.13,67.88
Kelowna BC Canada,127,429,8.1,27.9,-5.9,38.7,89,68,5.4,North America,49.89,-119.50
Lamar CO USA,8,1119,11.6,34.1,-10.5,38.6,53,50,16.1,North America,38.09,-102.62
Van Turkey,367,1661,8,27,-7,38.6,3,67.5,17,Middle East,38.50,43.37
Fort_Yukon AK USA,1,131,1.7,18.4,-13.7,38.6,106.2,65.3,6,North America,66.57,-145.25
Polson MT USA,5,861,7.9,28.4,-6.6,38.5,83.3,60,8.9,North America,47.69,-114.16
Dezful Iran,248,142,24,43,7,38.4,0,46.5,16,Middle East,32.38,48.42
Omak WA USA,5,397,9.7,31.2,-6.9,38.4,37.1,69,9.4,North America,48.41,-119.53
Susanville CA USA,16,1306,9.7,31.5,-6.2,38.2,90.4,55,8.9,North America,40.42,-120.65
Karakol Kyrgyzstan,66,1751,2.7,25.5,-10.4,38.2,10,53.4,7.3,Asia,42.48,78.40
Klamath_Falls OR USA,21,1247,8,28.8,-6.3,38.1,101,59,10.5,North America,42.22,-121.78
Mosul Iraq,664,222,20,42,2,38,0,49.5,9,Middle East,36.36,43.16
Kirkuk Iraq,572,331,22,41,5,38,0,40,9,Middle East,35.47,44.38
Monclova CA Mexico,215,586,22,35.8,5.5,38,0,55,6.2,Latin America,32.63,-115.44
Sierra_Vista AZ USA,45,1438,17.6,33.9,1.3,38,18,38.3,11.3,North America,31.55,-110.28
Viedma Argentina,55,7,14.2,30.4,1.8,38,0,62.4,25,South America,-40.81,-63.00
Osh Kyrgyzstan,232,1006,12,33,-6,37.9,5,62,4.9,Asia,40.51,72.82
Miandoab Iran,123,1291,13,35,-4,37.7,1,55.1,7.2,Middle East,36.96,46.11
Los_Angeles CA USA,3884,78,18.3,28.4,9.1,37.7,0,71,12.2,North America,34.05,-118.24
Great_Falls MT USA,59,1116,7,28.6,-9.5,37.6,161.3,56.5,18.7,North America,47.49,-111.28
Midland TX USA,124,840,17.8,35.1,-1.4,37.5,7.6,51,16.1,North America,32.00,-102.08
Healy AK USA,1,431,-1.1,20.9,-21.2,37.5,195.3,57,9.7,North America,63.87,-149.02
Richfield UT USA,8,2403,4.5,25.9,-12.1,37.4,207.3,51,16.9,North America,38.77,-112.08
Dalhart TX USA,8,1215,12.8,33,-7,37.3,27.4,59,18.8,North America,36.06,-102.51
Teruel Spain,36,900,11.8,30.4,-2.1,37.3,1,66,8.1,Europe,40.35,-1.11
Jodhpur RJ India,851,224,26,41.4,9.6,37.2,0,54.6,7.7,Asia,26.24,73.02
Roswell NM USA,49,1118,15,33,-4.9,37.2,21.8,47.5,13.8,North America,33.39,-104.52
Lahaina HI USA,12,63,24.2,31.2,17.2,37.2,0,76,20.1,North America,20.88,-156.68
Al_Ubayyid Sudan,418,573,26,38,11,37,0,37,8,Africa,13.18,30.22
Saint_Louis Senegal,277,3,26,32,17,37,0,64.5,17,Africa,16.03,-16.48
Sterling CO USA,15,1230,8,31,-12,37,103,60,19.3,North America,40.63,-103.21
Regina SK Canada,193,577,4,26,-23,37,73,76,9.5,North America,50.45,-104.62
Ulaanbaatar Mongolia,1345,1315,0,21,-25,37,12,63.3,14,Asia,47.89,106.91
Salinas CA USA,156,4,13,20,4,37,0,75.3,12.9,North America,36.68,-121.66
Lleida Spain,139,192,14.7,32.2,1,36.9,0,66,6.7,Europe,41.62,0.62
Saltillo CA Mexico,710,1700,18.3,30.2,4.5,36.9,0,58,7.1,Latin America,25.44,-100.97
Yevlakh Azerbaijan,59,17,15.3,34.3,2,36.8,1,64,8,Middle East,40.62,47.15
Faisalabad Pakistan,6481,182,23.8,40.5,4.1,36.7,0,60,4.7,Asia,31.45,73.13
Fort_Stockton TX USA,8,917,18.9,36.1,0.1,36.6,9.9,50,17.8,North America,30.89,-102.88
Williston ND USA,21,578,5.3,29.1,-17.7,36.6,115.1,58.5,15,North America,48.15,-103.62
Athens Greece,3484,21,18.5,31.8,7,36.5,0,60.5,7.1,Europe,37.98,23.73
Lethbridge AB Canada,93,928,5.8,25.6,-13.7,36.5,132.9,64,8.3,North America,49.69,-112.84
Orenburg Russia,555,109,4.1,29,-19,36.4,10,68,14,Asia,51.77,55.10
Khoramabad Iran,348,1933,10,38,-1,36.3,1,50.9,7.9,Middle East,33.46,48.34
Idaho_Falls ID USA,58,1444,7.8,30.7,-10.2,36.3,87,58.5,15.3,North America,43.49,-112.03
Cochabamba Bolivia,1758,2547,17,26,3,36.3,0,66.5,19,South America,-17.41,-66.17
Keren Eritrea,82,1405,21.9,34,14,36.2,0,56.6,9.2,Africa,15.78,38.45
Livermore CA USA,85,151,15.2,31.7,2.6,36.2,0,67,11.4,North America,37.68,-121.77
Pecos TX USA,9,797,18.1,35.9,-1.7,36.1,7.9,50,12.6,North America,31.42,-103.49
The_Dalles OR USA,15,74,12.3,30.8,-1,36.1,40.1,63,12.7,North America,45.59,-121.18
Chlef Algeria,179,116,19,37.2,5,36,0,61.3,7.4,Africa,36.15,1.33
Nicosia Cyprus,310,223,18,36,5,36,0,65,8.3,Middle East,35.19,33.38
Tabriz Iran,1495,1315,12,31,-6,36,2,52.9,14,Middle East,38.10,46.27
Kayseri Turkey,1062,1053,10,29,-6,36,0,63,8,Middle East,38.72,35.48
Saint_Anthony ID USA,3,1513,5.4,28.7,-13.3,36,114.5,57,10.6,North America,43.97,-111.68
Windhoek Namibia,326,1724,20,28,7,36,0,35.8,12,Africa,-22.56,17.07
Cranbrook BC Canada,20,913,5,27,-13,36,144,73,9.5,North America,49.51,-115.77
Stockton CA USA,298,10,16.3,34.1,2.9,35.8,0,64,12.6,North America,37.96,-121.29
Silver_City NM USA,10,1659,13,32,-4,35.8,14.7,45,14.5,North America,32.77,-108.28
Missoula MT USA,69,972,7.7,29.9,-8.5,35.8,96.3,64.5,9,North America,46.88,-114.00
Oceanside CA USA,173,22,16.6,27.8,3.8,35.8,0,71.2,5.4,North America,33.20,-117.38
Samarkand Uzbekistan,504,718,13.9,33.9,-3.6,35.5,1,53.6,7.1,Asia,39.63,66.97
Fort_Smith NT Canada,3,202,-1.8,23.3,-27,35.4,150.2,80,9.5,North America,60.01,-111.88
Gillette WY USA,32,1326,7.6,30.3,-10.4,35.3,90,56.5,16.3,North America,44.29,-105.50
Magnitogorsk Russia,411,381,2.8,25.2,-18.3,35.3,11.5,72,10.8,Asia,53.41,59.00
Petropavlovsk Kazakhstan,201,135,1.2,25.1,-22.1,35.3,11,73.1,12.7,Asia,54.87,69.15
Parral CH Mexico,105,1625,15.9,31.9,-0.7,35.1,1,57,7.4,Latin America,28.68,-106.10
Peshawar Pakistan,3201,359,22,38,6,35,0,59.5,6,Asia,34.02,71.52
Provo UT USA,116,1368,10,33,-7,35,130,57,10.2,North America,40.23,-111.66
Glendive MT USA,6,648,7,31,-16,35,71.1,60.5,16.8,North America,47.11,-104.71
Safi Morocco,309,45,18,27,8,35,0,76,14,Africa,32.30,-9.23
Kokand Uzbekistan,187,415,14.8,36,-2,34.8,0,59.5,9,Asia,40.53,70.93
Oujda Morocco,494,470,16,32,4,34.8,0,66,19,Africa,34.68,-1.90
Billings MT USA,109,1087,9,30.4,-7.9,34.8,139.7,54.5,17.1,North America,45.78,-108.50
Volgograd Russia,1019,85,8.2,29.3,-9.9,34.7,8,70,18,Asia,48.71,44.51
Arak Iran,484,1834,13.9,35.8,-5.7,34.6,2,50.1,7.3,Middle East,34.10,49.70
Wad_Madani Sudan,345,408,27,41,14,34.5,0,40,8,Africa,14.39,33.54
Santa_Fe NM USA,70,1933,10.7,32.3,-8,34.3,57.9,56,15,North America,35.69,-105.94
Antioch CA USA,107,15,15.9,32.4,2.8,34.2,0,74.8,16.1,North America,38.00,-121.81
Urmia Iran,667,1311,12,30,-6,34.1,5,58,12,Middle East,37.55,45.08
Chita Russia,329,671,-2.3,25,-32,34.1,14,64,7.6,Asia,52.05,113.47
Mardan Pakistan,2369,320,22,40,4,34,0,57,4,Asia,34.20,72.02
Tripoli Libya,1126,81,20,35,6,34,0,63.8,14,Africa,32.89,13.19
Miles_City MT USA,9,801,7,31,-15,34,87.9,56,16.9,North America,46.41,-105.84
San_Rafael Argentina,119,747,15.3,30.6,1.2,34,0,61.2,5.1,South America,-34.61,-68.34
Santiago Chile,5744,473,14,29,2,34,0,68.3,9,South America,-33.45,-70.67
Saskatoon SK Canada,222,503,3.3,25.7,-18.9,34,76.6,73,8.9,North America,52.13,-106.67
Blanding UT USA,4,1830,10.2,31.6,-8.2,33.9,97.5,35,9.9,North America,37.62,-109.48
Murcia Spain,440,80,17.1,29,5.2,33.9,0,64.6,7.1,Europe,37.99,-1.13
Karagandy Kazakhstan,466,575,3.5,27.2,-19.4,33.9,9,67.8,14.2,Asia,49.80,73.11
Ali_Sabih Djibouti,55,710,25.6,37,17.1,33.7,0,74.6,12,Africa,11.15,42.71
Djelfa Algeria,339,1144,13,35,-1,33.7,1,67,8.5,Africa,34.67,3.25
Alicante Spain,332,31,17.8,30.6,6.2,33.6,0,66,17,Europe,38.35,-0.49
Kustanay Kazakhstan,207,170,3,26,-22,33.6,9,71,11.5,Asia,53.22,63.64
Hay_River NT Canada,4,164,-2.5,21.2,-26.2,33.6,138.9,75,12.2,North America,60.82,-115.79
Lanzhou GS China,3616,1523,9.1,29.3,-10.1,33.5,2,55,3.8,Asia,36.06,103.83
Delicias CH Mexico,118,1170,19,35.1,1.9,33.4,0,55,6.6,Latin America,28.19,-105.46
Lewiston ID USA,33,438,12.1,34,-3.3,33.4,22.9,58.1,8.9,North America,46.40,-117.00
Modesto CA USA,205,31,17.6,35.1,4.3,33.3,0,67.5,10.8,North America,37.64,-121.00
Aqtobe Kazakhstan,274,219,4,29,-19,33.2,10.5,68,8.6,Asia,50.28,57.17
Los_Mochis SI Mexico,257,11,25.5,37.6,11.7,33.1,0,65,6,Latin America,25.79,-108.99
Darhan Mongolia,181,702,0.2,26,-30.8,33.1,10,64,7.2,Asia,49.46,105.97
Shiraz Iran,1461,1490,18,36,1,33,0,40.5,14,Middle East,29.59,52.58
Aleppo Syria,3560,392,17,35,2,33,0,58.8,9,Middle East,36.20,37.13
Santa_Clarita CA USA,180,472,16,34,2,33,0.2,65,15,North America,34.39,-118.54
Albacete Spain,173,680,13.6,32.5,-0.4,33,0,64,7.9,Europe,38.99,-1.86
Zaragoza Spain,666,257,15,31.5,2.4,33,0,62,25,Europe,41.65,-0.89
Omsk Russia,1159,122,2,25,-20,33,10,76,17,Asia,54.99,73.32
Smolensk Russia,320,241,4.7,23.1,-9.6,33,41,80,9.4,Asia,54.79,32.05
Tanana AK USA,1,69,-4.8,21,-28,33,131,67,9.2,North America,65.17,-152.08
Unalakleet AK USA,1,6,-3.1,16,-21,33,84,77,18.3,North America,63.87,-160.79
Taraz Kazakhstan,347,626,11,33,-7,32.7,9,60.6,8.5,Asia,42.90,71.40
Irvine CA USA,237,37,16.9,29.6,4.6,32.7,0,64.5,12,North America,33.68,-117.83
Gallup NM USA,22,1971,9.3,29.2,-8.1,32.7,96,50,11.2,North America,35.53,-108.74
Astana Kazakhstan,639,347,1,27,-21,32.7,15,67,12.2,Asia,51.16,71.47
Pocatello ID USA,54,1357,9.2,31.9,-7.8,32.6,141.5,55,15.4,North America,42.87,-112.45
Butte MT USA,34,1692,4.4,27.1,-13.7,32.5,158,58,10.5,North America,46.00,-112.53
Oxnard CA USA,203,3,15.2,22.9,6.3,32.5,0,73.8,17.7,North America,34.20,-119.18
Kunduz Afghanistan,269,431,16,38,-1,32.3,0,55,4.2,Middle East,36.73,68.87
Medicine_Hat AB Canada,63,716,6.1,27.5,-14.1,32.3,88.2,68,13.5,North America,50.04,-110.68
Nuevo_Casas_Grandes CH Mexico,56,1460,16.6,33.3,-0.5,32.1,1,44,7.2,Latin America,30.41,-107.91
Merritt BC Canada,7,609,7.8,27,-7.3,32.1,66.7,64.4,3.4,North America,50.11,-120.79
Pueblo CO USA,108,1419,11.1,33.8,-10,32,80.8,51.4,13.2,North America,38.25,-104.61
Belmopan Belize,16,60,25,33,17,32,0,82,2.9,Latin America,17.25,-88.76
Hamadan Iran,526,1731,11,32,-7,32,1,51,7.3,Middle East,34.80,48.52
Luanda Angola,2825,74,24,30,17,32,0,79,6.7,Africa,-8.84,13.29
Konya Turkey,1221,1027,11,28,-5,32,0,60.5,17,Middle East,37.87,32.49
Semey Kazakhstan,299,206,4,28,-22,32,14,66,7.7,Asia,50.42,80.25
Merced CA USA,81,56,16.2,34.9,2.2,31.8,0,63.2,10.6,North America,37.30,-120.48
Casper WY USA,60,1627,7.4,31.2,-10.3,31.8,190.2,55.1,19.5,North America,42.87,-106.31
Galena AK USA,1,49,-3.3,21.6,-27.6,31.5,197.9,74.3,7,North America,64.73,-156.93
Ranchos_Palos_Verdes CA USA,42,140,13.5,29.4,10,31.4,0,76.5,9,North America,33.74,-118.39
Hobbs NM USA,36,1125,16.1,34.2,-2.3,31.3,17,49,13.7,North America,32.70,-103.14
Saint_George UT USA,77,894,15,38,-4,31.2,21.6,46,10,North America,37.10,-113.57
Cedar_City UT USA,29,1713,10.8,30.8,-6.9,31.2,58.4,48,12.1,North America,37.68,-113.06
Bikaner RJ India,644,228,26.5,41.8,6.5,31,0,52,7,Asia,28.02,73.31
Beni_Mellal Morocco,193,467,18,36,3,31,0,59.5,6,Africa,32.34,-6.38
Catamarca Argentina,397,537,20,33,5,31,0,57,22,South America,-28.47,-65.79
Bozeman MT USA,40,1360,6,28,-16,31,142,56,9.7,North America,45.68,-111.04
Dawson YK Canada,2,323,-4,22,-33,31,160,69,5.2,North America,64.06,-139.43
Qom Iran,1074,935,18.2,39,-1,30.8,0,46.8,6.5,Middle East,34.64,50.88
Evanston WY USA,12,2011,5.5,27,-10.3,30.7,119.4,54.5,16,North America,41.27,-110.96
Temecula CA USA,107,396,17.7,36.7,2.3,30.6,1.3,57,16,North America,33.49,-117.15
Hermosillo SO Mexico,642,200,24.3,39.3,8.5,30.5,0,44,6.3,Latin America,29.07,-110.96
Elko NV USA,20,1942,6.2,27.4,-11.2,30.4,120.4,57,9.7,North America,40.83,-115.76
Bend OR USA,81,1129,8.1,28.2,-5.8,30.3,83.6,62,10.4,North America,44.06,-121.32
Shirvan Azerbaijan,81,-12,15.1,38,-6,30.2,2,69.8,8.6,Middle East,39.95,48.92
Pavlodar Kazakhstan,323,145,3,27,-22,30.2,13.5,69,11.2,Asia,52.29,76.97
